FW,Serial No/VIN,VIN6,Ending Balance, 2100        ,VIN6,Description,Control    
2026 GMC Truck GMC SIER 15E,1GTPHCED5TZ274721,274721,"$61,568.68 "," (61,568.68)",274721,2026 GMC SIERRA 1500    2/11/26  1GTPHCED5TZ274721,G36252
2026 GMC Truck GMC SIER 15E,1GTPHCED4TZ278162,278162,"$61,568.68 "," (61,568.68)",278162,2026 GMC SIERRA 1500    2/09/26  1GTPHCED4TZ278162,G36236
2026 Buick BUCK ENCLV A,5GAERCKS9TJ311146,311146,"$62,943.88 ",,,,
2026 Buick BUCK ENCLV A,5GAERCKS8TJ312031,312031,"$62,943.88 ",,,,
2026 GMC Truck GMC SIER EV,1GT1ESEH4TU405212,405212,"$63,059.80 "," (63,059.80)",405212,2026 GMC SIERRA EV      8/18/25  1GT1ESEH4TU405212,G35140
2026 Buick BUCK ENCLV A,5GAERCKS1TJ303381,303381,"$63,498.88 "," (63,498.88)",303381,2026 BUICK ENCLAVE      3/25/26  5GAERCKS1TJ303381,B36577
2026 GMC Truck GMC SIER EV,1GT1ESEH9TU405206,405206,"$63,543.42 "," (63,543.42)",405206,2026 GMC SIERRA EV      8/18/25  1GT1ESEH9TU405206,G35141
2026 GMC Truck GMC SIER EV,1GT1ESEH2TU405211,405211,"$63,543.42 "," (63,543.42)",405211,"HARCUS, STEPHEN MCKAY   9/09/25  1GT1ESEH2TU405211",G35322
2026 GMC Truck GMC SIER 15E,1GTUUCED5TZ162242,162242,"$63,889.20 "," (63,889.20)",162242,2026 GMC SIERRA 1500    9/12/25  1GTUUCED5TZ162242,G35376
2026 GMC Truck GMC SIER 15E,1GTUUCED8TZ162347,162347,"$63,889.20 "," (63,889.20)",162347,2026 GMC SIERRA 1500    9/15/25  1GTUUCED8TZ162347,G35388
2026 GMC Truck GMC SIER 15E,1GTUUCED9TZ162535,162535,"$63,889.20 "," (63,889.20)",162535,2026 GMC SIERRA 1500    9/15/25  1GTUUCED9TZ162535,G35389
2026 GMC Truck GMC SIER 15E,3GTUUCED8TG294315,294315,"$63,960.35 "," (63,960.35)",294315,2026 GMC SIERRA 1500    3/18/26  3GTUUCED8TG294315,G36492
2026 GMC Truck GMC SIER 15E,3GTUUCED2TG294410,294410,"$63,960.35 "," (63,960.35)",294410,2026 GMC SIERRA 1500    3/30/26  3GTUUCED2TG294410,G36633
2026 GMC Truck GMC SIER 15E,3GTUUCED8TG294802,294802,"$63,960.35 "," (63,960.35)",294802,2026 GMC SIERRA 1500    3/31/26  3GTUUCED8TG294802,G36648
2026 GMC Truck GMC SIER 15E,3GTUUCED7TG294886,294886,"$63,960.35 "," (63,960.35)",294886,"LIPPERT, SCOTT WESLEY   3/24/26  3GTUUCED7TG294886",G36557
2026 GMC Truck GMC SIER 15E,3GTUUCED1TG294947,294947,"$63,960.35 "," (63,960.35)",294947,2026 GMC SIERRA 1500    3/26/26  3GTUUCED1TG294947,G36588
2026 GMC Truck GMC SIER 15E,1GTUUCED2TZ204186,204186,"$64,000.80 "," (64,000.80)",204186,2026 GMC SIERRA 1500   10/30/25  1GTUUCED2TZ204186,G35760
2026 GMC Truck GMC SIER 15E,1GTUUCED6TZ198490,198490,"$64,191.45 "," (64,191.45)",198490,2026 GMC SIERRA 1500   10/23/25  1GTUUCED6TZ198490,G35667
2026 GMC Truck GMC SIER 15E,1GTUUCED8TZ198605,198605,"$64,191.45 "," (64,191.45)",198605,"COSTILLA, BRANDON OMA  11/14/25  1GTUUCED8TZ198605",G35843
2026 GMC Truck GMC SIER 15E,1GTUUCED1TZ143414,143414,"$64,386.75 "," (64,386.75)",143414,2026 GMC SIERRA 1500    8/30/25  1GTUUCED1TZ143414,G35268
2026 GMC Truck GMC SIER 15E,1GTUUCED9TZ143421,143421,"$64,386.75 "," (64,386.75)",143421,2026 GMC SIERRA 1500    8/28/25  1GTUUCED9TZ143421,G35248
2026 GMC Truck GMC SIER 15E,1GTUUCED5TZ143450,143450,"$64,386.75 "," (64,386.75)",143450,2026 GMC SIERRA 1500    8/28/25  1GTUUCED5TZ143450,G35249
2026 GMC Truck GMC SIER 15E,1GTUUCED4TZ143553,143553,"$64,386.75 "," (64,386.75)",143553,2026 GMC SIERRA 1500    9/02/25  1GTUUCED4TZ143553,G35279
2026 GMC Truck GMC SIER 15E,1GTUUCED0TZ143565,143565,"$64,386.75 "," (64,386.75)",143565,2026 GMC SIERRA 1500    8/28/25  1GTUUCED0TZ143565,G35250
2026 GMC Truck GMC SIER 15E,1GTUUCED3TZ143849,143849,"$64,386.75 "," (64,386.75)",143849,2026 GMC SIERRA 1500    9/02/25  1GTUUCED3TZ143849,G35280
2026 GMC Truck GMC SIER 15E,1GTUUCED2TZ152042,152042,"$64,386.75 "," (64,386.75)",152042,"DAVIS, RICHARD EUGENE   9/03/25  1GTUUCED2TZ152042",G35293
2026 GMC Truck GMC SIER 15E,1GTUUCED9TZ166892,166892,"$64,386.75 "," (64,386.75)",166892,"GALVAN, NORMA LETICIA   9/19/25  1GTUUCED9TZ166892",G35410
2026 GMC Truck GMC SIER 15E,1GTUUCED8TZ176653,176653,"$64,386.75 "," (64,386.75)",176653,2026 GMC SIERRA 1500   10/14/25  1GTUUCED8TZ176653,G35624
2026 GMC Truck GMC SIER 15E,1GTUUCED7TZ176708,176708,"$64,386.75 "," (64,386.75)",176708,2026 GMC SIERRA 1500   10/06/25  1GTUUCED7TZ176708,G35547
2026 GMC Truck GMC SIER 15E,1GTUUCED8TZ176748,176748,"$64,386.75 "," (64,386.75)",176748,2026 GMC SIERRA 1500   10/01/25  1GTUUCED8TZ176748,G35490
2026 GMC Truck GMC SIER 15E,3GTUUCED0TG294955,294955,"$64,418.23 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED8TG294959,294959,"$64,418.23 "," (64,418.23)",294959,"BUSHKO, AARON ROBERT    3/26/26  3GTUUCED8TG294959",G36581
2026 GMC Truck GMC SIER 15E,3GTUUCED8TG295139,295139,"$64,418.23 "," (64,418.23)",295139,2026 GMC SIERRA 1500    3/26/26  3GTUUCED8TG295139,G36601
2026 GMC Truck GMC SIER 15E,3GTUUCEDXTG295143,295143,"$64,418.23 "," (64,418.23)",295143,2026 GMC SIERRA 1500    3/26/26  3GTUUCEDXTG295143,G36590
2026 GMC Truck GMC SIER 15E,3GTUUCED7TG295147,295147,"$64,418.23 "," (64,418.23)",295147,2026 GMC SIERRA 1500    3/26/26  3GTUUCED7TG295147,G36582
2026 GMC Truck GMC SIER 15L,3GTUUDEDXTG300976,300976,"$64,537.20 "," (64,537.20)",300976,2026 GMC SIERRA 1500    3/30/26  3GTUUDEDXTG300976,G36639
2026 GMC Truck GMC SIER 15E,1GTUUCED1TZ139864,139864,"$64,847.10 "," (64,847.10)",139864,2026 GMC SIERRA 1500    8/21/25  1GTUUCED1TZ139864,G35171
2026 GMC Truck GMC SIER 15E,1GTUUCED7TZ146270,146270,"$64,847.10 "," (64,847.10)",146270,2026 GMC SIERRA 1500    9/02/25  1GTUUCED7TZ146270,G35276
2026 GMC Truck GMC SIER 15E,1GTUUCED5TZ164900,164900,"$64,847.10 "," (64,847.10)",164900,2026 GMC SIERRA 1500    9/19/25  1GTUUCED5TZ164900,G35409
2026 GMC Truck GMC SIER 15E,1GTUUCED7TZ309127,309127,"$64,866.85 "," (64,866.85)",309127,2026 GMC SIERRA 1500    3/12/26  1GTUUCED7TZ309127,G36437
2026 GMC Truck GMC SIER 15E,3GTUUCE86TG317478,317478,"$65,107.35 "," (65,107.35)",317478,2026 GMC SIERRA 1500    3/30/26  3GTUUCE86TG317478,G36638
2026 GMC Truck GMC SIER 15E,3GTUUCE81TG317484,317484,"$65,107.35 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCE80TG317489,317489,"$65,107.35 "," (65,107.35)",317489,"BRIGGS, JACOB DANIEL    3/30/26  3GTUUCE80TG317489",G36636
2026 GMC Truck GMC SIER 15E,3GTUUCE83TG317681,317681,"$65,107.35 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCE89TG317684,317684,"$65,107.35 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED4TG317086,317086,"$65,292.35 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED6TG317087,317087,"$65,292.35 "," (65,292.35)",317087,2026 GMC SIERRA 1500    3/31/26  3GTUUCED6TG317087,G36644
2026 GMC Truck GMC SIER 15E,3GTUUCEDXTG317089,317089,"$65,292.35 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCED8TG317091,317091,"$65,292.35 ",,,,
2026 GMC Truck GMC SIER 15E,1GTUUCE84TZ284450,284450,"$65,565.23 "," (65,565.23)",284450,2026 GMC SIERRA 1500    2/24/26  1GTUUCE84TZ284450,G36340
2026 GMC Truck GMC SIER 15E,3GTUUCE89TG318088,318088,"$65,565.23 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCE87TG318090,318090,"$65,565.23 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCE82TG318093,318093,"$65,565.23 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCE86TG318095,318095,"$65,565.23 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCE8XTG318097,318097,"$65,565.23 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCE86TG318100,318100,"$65,565.23 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCE8XTG318102,318102,"$65,565.23 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCE83TG318104,318104,"$65,565.23 ",,,,
2026 GMC Truck GMC SIER 15E,3GTUUCE82TG318109,318109,"$65,565.23 "," (65,565.23)",318109,2026 GMC SIERRA 1500    3/31/26  3GTUUCE82TG318109,G36645
2026 GMC Truck GMC SIER EV,1GT1ETED9TU409825,409825,"$65,951.94 "," (65,951.94)",409825,2026 GMC SIERRA EV      1/13/26  1GT1ETED9TU409825,G36153
2026 GMC Truck GMC SIER 15D,3GTPHGED0TG294804,294804,"$67,381.35 "," (67,381.35)",294804,2026 GMC SIERRA 1500    3/26/26  3GTPHGED0TG294804,G36580
2026 GMC Truck GMC SIER 15D,3GTPHGED8TG294811,294811,"$67,381.35 "," (67,381.35)",294811,2026 GMC SIERRA 1500    3/24/26  3GTPHGED8TG294811,G36568
2026 GMC Truck GMC SIER 15D,3GTPHGED8TG294937,294937,"$67,381.35 "," (67,381.35)",294937,2026 GMC SIERRA 1500    3/27/26  3GTPHGED8TG294937,G36614
2026 GMC Truck GMC SIER 15D,3GTPHGED8TG295280,295280,"$67,381.35 "," (67,381.35)",295280,2026 GMC SIERRA 1500    3/24/26  3GTPHGED8TG295280,G36569
2026 GMC Truck GMC SIER 15D,3GTPHGED4TG295308,295308,"$67,381.35 "," (67,381.35)",295308,2026 GMC SIERRA 1500    3/26/26  3GTPHGED4TG295308,G36606
2026 GMC Truck GMC SIER 15D,3GTPHGED7TG295545,295545,"$67,381.35 "," (67,381.35)",295545,2026 GMC SIERRA 1500    3/20/26  3GTPHGED7TG295545,G36508
2026 GMC Truck GMC SIER 15D,3GTPHGED4TG295213,295213,"$67,936.35 "," (67,936.35)",295213,2026 GMC SIERRA 1500    3/18/26  3GTPHGED4TG295213,G36487
2026 GMC Truck GMC YUK 2ELE,1GKS1BKD6TR302091,302091,"$70,363.10 "," (70,363.10)",302091,"FLORES, TRACI ELIZABE   3/25/26  1GKS1BKD6TR302091",G36571
2026 GMC Truck GMC YUK 2ELE,1GKS1BKD5TR277149,277149,"$70,820.98 "," (70,820.98)",277149,JAMES WOOD CHEVROLET    3/03/26  1GKS1BKD5TR277149,G36360
2026 GMC Truck GMC YUK 2ELE,1GKS1BKD8TR303436,303436,"$70,820.98 "," (70,820.98)",303436,2026 GMC YUKON          3/26/26  1GKS1BKD8TR303436,G36597
2026 GMC Truck GMC YUK 2ELE,1GKS1BKD9TR304062,304062,"$70,820.98 "," (70,820.98)",304062,2026 GMC YUKON          3/26/26  1GKS1BKD9TR304062,G36598
2026 GMC Truck GMC SIER 15A,3GTUUEEL8TG296696,296696,"$71,914.00 ",,,,
2026 GMC Truck GMC SIER 15A,3GTUUEEL2TG296760,296760,"$71,914.00 "," (71,914.00)",296760,2026 GMC SIERRA 1500    3/27/26  3GTUUEEL2TG296760,G36618
2026 GMC Truck GMC SIER 15A,3GTUUEEL4TG297408,297408,"$72,371.88 ",,,,
2026 GMC Truck GMC SIER 15A,3GTUUEEL2TG297424,297424,"$72,371.88 ",,,,
2026 GMC Truck GMC SIER 15A,3GTUUEEL9TG297663,297663,"$72,371.88 "," (72,371.88)",297663,"RIOJAS, PAMELA MICHEL   3/30/26  3GTUUEEL9TG297663",G36631
2026 GMC Truck GMC SIER 15A,3GTUUEEL5TG297675,297675,"$72,371.88 ",,,,
2026 GMC Truck GMC SIER 15A,3GTUUEEL0TG297714,297714,"$72,371.88 "," (72,371.88)",297714,"WASHBURN, MERISSA HAZ   3/24/26  3GTUUEEL0TG297714",G36564
2026 GMC Truck GMC SIER 15A,3GTUUEEL5TG297921,297921,"$72,510.63 "," (72,510.63)",297921,"WATSON, LEROY           3/19/26  3GTUUEEL5TG297921",G36499
2026 GMC Truck GMC SIER 15A,3GTUUEEL6TG297961,297961,"$72,510.63 "," (72,510.63)",297961,2026 GMC SIERRA 1500    3/23/26  3GTUUEEL6TG297961,G36534
2026 GMC Truck GMC SIER EV,1GT1ETED2TU407219,407219,"$72,617.86 "," (72,617.86)",407219,2026 GMC SIERRA EV     12/05/25  1GT1ETED2TU407219,G35990
2026 GMC Truck GMC SIER 15D,3GTUUGELXTG298056,298056,"$74,203.78 "," (74,203.78)",298056,2026 GMC SIERRA 1500    3/26/26  3GTUUGELXTG298056,G36607
2026 GMC Truck GMC SIER 15D,3GTUUGEL1TG298057,298057,"$74,203.78 "," (74,203.78)",298057,2026 GMC SIERRA 1500    3/27/26  3GTUUGEL1TG298057,G36613
2026 GMC Truck GMC SIER 15D,3GTUUGEL3TG298058,298058,"$74,203.78 "," (74,203.78)",298058,2026 GMC SIERRA 1500    3/18/26  3GTUUGEL3TG298058,G36489
2026 GMC Truck GMC SIER 15D,3GTUUGEL8TG298864,298864,"$74,203.78 "," (74,203.78)",298864,2026 GMC SIERRA 1500    3/16/26  3GTUUGEL8TG298864,G36459
2026 GMC Truck GMC SIER 15D,3GTUUGELXTG298865,298865,"$74,203.78 "," (74,203.78)",298865,2026 GMC SIERRA 1500    3/24/26  3GTUUGELXTG298865,G36570
2026 GMC Truck GMC SIER 15D,3GTUUGEL3TG298867,298867,"$74,203.78 "," (74,203.78)",298867,2026 GMC SIERRA 1500    3/24/26  3GTUUGEL3TG298867,G36552
2026 GMC Truck GMC SIER 25A,1GT4UPE76TF243706,243706,"$74,424.45 "," (74,424.45)",243706,2026 GMC SIERRA 2500H   3/26/26  1GT4UPE76TF243706,G36579
2026 GMC Truck GMC SIER 15D,3GTUUGEL3TG298061,298061,"$74,758.78 "," (74,758.78)",298061,2026 GMC SIERRA 1500    3/23/26  3GTUUGEL3TG298061,G36529
2026 GMC Truck GMC SIER 15D,3GTUUGEL6TG298863,298863,"$74,758.78 "," (74,758.78)",298863,2026 GMC SIERRA 1500    3/12/26  3GTUUGEL6TG298863,G36440
2026 GMC Truck GMC SIER 15D,1GTUUGE80TZ243739,243739,"$75,241.70 "," (75,241.70)",243739,2026 GMC SIERRA 1500   12/02/25  1GTUUGE80TZ243739,G35940
2026 GMC Truck GMC SIER 15D,3GTUUGEL8TG120405,120405,"$75,297.20 "," (75,297.20)",120405,2026 GMC SIERRA 1500    9/03/25  3GTUUGEL8TG120405,G35291
2026 GMC Truck GMC YUK 2ELE,1GKS1BKD6TR310739,310739,"$75,852.98 ",,,,
2026 GMC Truck GMC SIER 15D,3GTUUGEL2TG126894,126894,"$75,855.20 "," (75,855.20)",126894,2026 GMC SIERRA 1500    9/15/25  3GTUUGEL2TG126894,G35379
2026 GMC Truck GMC SIER 15D,3GTUUGEL8TG126916,126916,"$75,855.20 "," (75,855.20)",126916,2026 GMC SIERRA 1500    9/15/25  3GTUUGEL8TG126916,G35380
2026 GMC Truck GMC SIER 15D,3GTUUGEL5TG126923,126923,"$75,855.20 "," (75,855.20)",126923,2026 GMC SIERRA 1500   10/01/25  3GTUUGEL5TG126923,G35470
2026 GMC Truck GMC SIER 15D,3GTUUGEL4TG126928,126928,"$75,855.20 "," (75,855.20)",126928,2026 GMC SIERRA 1500    9/12/25  3GTUUGEL4TG126928,G35366
2026 GMC Truck GMC SIER 15D,3GTUUGEL2TG142125,142125,"$75,855.20 "," (75,855.20)",142125,2026 GMC SIERRA 1500   10/09/25  3GTUUGEL2TG142125,G35609
2026 GMC Truck GMC YUK 4ELE,1GKS2BKD1TR184450,184450,"$75,889.95 "," (75,889.95)",184450,EWING BUICK GMC        11/14/25  1GKS2BKD1TR184450,G35846
2026 GMC Truck GMC YUK 4ELE,1GKS2BKD7TR300427,300427,"$76,890.60 "," (76,890.60)",300427,2026 GMC YUKON          3/23/26  1GKS2BKD7TR300427,G36535
2026 GMC Truck GMC YUK 4ELE,1GKS2BKD0TR301063,301063,"$76,890.60 "," (76,890.60)",301063,2026 GMC YUKON          3/25/26  1GKS2BKD0TR301063,G36573
2026 GMC Truck GMC YUK 4ELE,1GKS2BKD9TR310697,310697,"$76,890.60 ",,,,
2026 GMC Truck GMC SIER EV,1GT1ETED6TU408955,408955,"$77,172.57 "," (77,172.57)",408955,2026 GMC SIERRA EV     10/07/25  1GT1ETED6TU408955,G35590
2026 GMC Truck GMC SIER EV,1GT1ETED1TU408958,408958,"$77,172.57 "," (77,172.57)",408958,2026 GMC SIERRA EV     10/06/25  1GT1ETED1TU408958,G35582
2026 GMC Truck GMC SIER EV,1GT1ETED3TU408959,408959,"$77,172.57 "," (77,172.57)",408959,2026 GMC SIERRA EV     10/07/25  1GT1ETED3TU408959,G35588
2026 GMC Truck GMC SIER 15D,3GTUUGEL8TG156112,156112,"$77,710.55 "," (77,710.55)",156112,2026 GMC SIERRA 1500   10/23/25  3GTUUGEL8TG156112,G35689
2026 GMC Truck GMC SIER 15D,3GTUUGEL5TG170758,170758,"$77,710.55 "," (77,710.55)",170758,2026 GMC SIERRA 1500   10/20/25  3GTUUGEL5TG170758,G35660
2026 GMC Truck GMC YUK 2LEL,1GKS1GKD4TR275891,275891,"$77,769.35 "," (77,769.35)",275891,2026 GMC YUKON XL       3/03/26  1GKS1GKD4TR275891,G36359
2026 GMC Truck GMC SIER 15D,3GTUUGEL2TG155537,155537,"$78,175.55 "," (78,175.55)",155537,2026 GMC SIERRA 1500   10/17/25  3GTUUGEL2TG155537,G35649
2026 GMC Truck GMC SIER 15D,3GTUUGEL3TG146779,146779,"$78,268.55 "," (78,268.55)",146779,2026 GMC SIERRA 1500   10/06/25  3GTUUGEL3TG146779,G35553
2026 GMC Truck GMC YUK 4ELE,1GKS2BKD6TR307918,307918,"$78,393.73 ",,,,
2026 GMC Truck GMC SIER 15D,1GTUUGEL2TZ166845,166845,"$78,682.40 "," (78,682.40)",166845,2026 GMC SIERRA 1500    9/19/25  1GTUUGEL2TZ166845,G35408
2026 GMC Truck GMC SIER 15D,1GTUUGEL5TZ188421,188421,"$78,682.40 "," (78,682.40)",188421,2026 GMC SIERRA 1500   10/30/25  1GTUUGEL5TZ188421,G35768
2026 GMC Truck GMC SIER 15D,1GTUUGELXTZ188463,188463,"$78,682.40 "," (78,682.40)",188463,2026 GMC SIERRA 1500   10/30/25  1GTUUGELXTZ188463,G35769
2026 GMC Truck GMC SIER 15D,1GTUUGEL3TZ190362,190362,"$78,733.55 "," (78,733.55)",190362,2026 GMC SIERRA 1500   10/23/25  1GTUUGEL3TZ190362,G35670
2026 GMC Truck GMC YUK 4ELE,1GKS2BKD5TR307179,307179,"$78,851.60 "," (78,851.60)",307179,JOY GRACE AND CO        3/30/26  1GKS2BKD5TR307179,G36642
2026 GMC Truck GMC YUK 4ELE,1GKS2BKD2TR307186,307186,"$78,851.60 "," (78,851.60)",307186,"ROSADO, MARGARET        3/30/26  1GKS2BKD2TR307186",G36641
2026 GMC Truck GMC YUK 4ELE,1GKS2BKD5TR309790,309790,"$78,851.60 ",,,,
2026 GMC Truck GMC YUK 4ELE,1GKS2BKDXTR309848,309848,"$78,851.60 ",,,,
2026 GMC Truck GMC SIER 15D,1GTUUGEL9TZ269647,269647,"$79,231.15 ",,,,
2026 GMC Truck GMC SIER EV,1GT1ETED8TU410111,410111,"$79,321.97 "," (79,321.97)",410111,2026 GMC SIERRA EV     10/28/25  1GT1ETED8TU410111,G35747
2026 GMC Truck GMC SIER EV,1GT1ETED5TU410115,410115,"$79,321.97 "," (79,321.97)",410115,2026 GMC SIERRA EV     10/15/25  1GT1ETED5TU410115,G35634
2026 GMC Truck GMC SIER EV,1GT1ETED7TU410116,410116,"$79,321.97 "," (79,321.97)",410116,2026 GMC SIERRA EV     10/23/25  1GT1ETED7TU410116,G35686
2026 GMC Truck GMC SIER EV,1GT1ETEDXTU410112,410112,"$79,805.59 "," (79,805.59)",410112,2026 GMC SIERRA EV     10/24/25  1GT1ETEDXTU410112,G35732
2026 GMC Truck GMC SIER EV,1GT1ETED1TU410113,410113,"$79,805.59 "," (79,805.59)",410113,2026 GMC SIERRA EV     10/24/25  1GT1ETED1TU410113,G35733
2026 GMC Truck GMC SIER EV,1GT1ETED3TU410114,410114,"$79,805.59 "," (79,805.59)",410114,2026 GMC SIERRA EV     10/23/25  1GT1ETED3TU410114,G35681
2026 GMC Truck GMC SIER EV,1GT1ETED2TU410122,410122,"$79,805.59 "," (79,805.59)",410122,2026 GMC SIERRA EV     10/23/25  1GT1ETED2TU410122,G35684
2026 GMC Truck GMC SIER EV,1GT1ETED4TU410123,410123,"$79,805.59 "," (79,805.59)",410123,2026 GMC SIERRA EV     10/23/25  1GT1ETED4TU410123,G35685
2026 GMC Truck GMC SIER EV,1GT1ETED8TU410125,410125,"$79,805.59 "," (79,805.59)",410125,2026 GMC SIERRA EV     10/23/25  1GT1ETED8TU410125,G35682
2026 GMC Truck GMC SIER 15A,3GTUUFEL1TG312825,312825,"$81,119.85 ",,,,
2026 GMC Truck GMC SIER 15A,3GTUUFELXTG316310,316310,"$81,119.85 ",,,,
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD1TR287784,287784,"$81,276.73 "," (81,276.73)",287784,2026 GMC YUKON XL       3/10/26  1GKS2GKD1TR287784,G36429
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD8TR241899,241899,"$81,734.60 "," (81,734.60)",241899,2026 GMC YUKON XL       2/04/26  1GKS2GKD8TR241899,G36207
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD8TR286602,286602,"$81,734.60 "," (81,734.60)",286602,2026 GMC YUKON XL       3/10/26  1GKS2GKD8TR286602,G36425
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD0TR287503,287503,"$81,734.60 "," (81,734.60)",287503,"ROBINSON JR, KENNETH    3/10/26  1GKS2GKD0TR287503",G36427
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD4TR185539,185539,"$83,462.70 "," (83,462.70)",185539,2026 GMC YUKON XL      11/14/25  1GKS2GKD4TR185539,G35847
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD1TR209778,209778,"$83,462.70 "," (83,462.70)",209778,2026 GMC YUKON XL       1/08/26  1GKS2GKD1TR209778,G36134
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD3TR209832,209832,"$83,462.70 "," (83,462.70)",209832,2026 GMC YUKON XL      12/31/25  1GKS2GKD3TR209832,G36117
2026 GMC Truck GMC YUK 4XEL,1GKS2GKD9TR275639,275639,"$84,047.10 "," (84,047.10)",275639,2026 GMC YUKON XL       3/03/26  1GKS2GKD9TR275639,G36358
2026 GMC Truck GMC SIER 15D,1GTUUHEL2TZ319830,319830,"$84,062.15 "," (84,062.15)",319830,2026 GMC SIERRA 1500    3/23/26  1GTUUHEL2TZ319830,G36528
2026 GMC Truck GMC SIER 15D,1GTUUHEL7TZ320701,320701,"$84,062.15 "," (84,062.15)",320701,2026 GMC SIERRA 1500    3/27/26  1GTUUHEL7TZ320701,G36624
2026 GMC Truck GMC SIER 15D,1GTUUHEL8TZ320707,320707,"$84,062.15 "," (84,062.15)",320707,2026 GMC SIERRA 1500    3/24/26  1GTUUHEL8TZ320707,G36551
2026 GMC Truck GMC SIER 15D,1GTUUHEL5TZ320518,320518,"$84,617.15 "," (84,617.15)",320518,"WILCOX, LOGAN AUSTIN    3/23/26  1GTUUHEL5TZ320518",G36531
2026 GMC Truck GMC SIER 25D,1GT4UREYXTF214472,214472,"$86,226.83 "," (86,226.83)",214472,"COKER, LINDSAY SHEA     2/18/26  1GT4UREYXTF214472",G36326
2026 GMC Truck GMC SIER 25D,1GT4UREY1TF214585,214585,"$86,226.83 "," (86,226.83)",214585,2026 GMC SIERRA 2500H   3/20/26  1GT4UREY1TF214585,G36509
2026 GMC Truck GMC SIER 25D,1GT4UREY8TF214728,214728,"$86,226.83 "," (86,226.83)",214728,2026 GMC SIERRA 2500H   2/17/26  1GT4UREY8TF214728,G36313
2026 GMC Truck GMC SIER 25D,1GT4UREYXTF214844,214844,"$86,226.83 "," (86,226.83)",214844,"MERRITT, DANIEL OWEN    2/19/26  1GT4UREYXTF214844",G36332
2026 GMC Truck GMC SIER 25D,1GT4UREY8TF185702,185702,"$86,720.00 "," (86,720.00)",185702,2026 GMC SIERRA 2500H  12/15/25  1GT4UREY8TF185702,G36038
2026 GMC Truck GMC SIER 25D,1GT4UREY7TF186095,186095,"$86,720.00 "," (86,720.00)",186095,2026 GMC SIERRA 2500H  12/22/25  1GT4UREY7TF186095,G36081
2026 GMC Truck GMC SIER 25D,1GT4UREY0TF186469,186469,"$86,720.00 "," (86,720.00)",186469,2026 GMC SIERRA 2500H  12/10/25  1GT4UREY0TF186469,G36022
2026 GMC Truck GMC SIER 25D,1GT4UREY3TF186501,186501,"$86,720.00 "," (86,720.00)",186501,2026 GMC SIERRA 2500H  12/11/25  1GT4UREY3TF186501,G36029
2026 GMC Truck GMC SIER 25D,1GT4UREY7TF186582,186582,"$86,720.00 "," (86,720.00)",186582,2026 GMC SIERRA 2500H  12/15/25  1GT4UREY7TF186582,G36040
2026 GMC Truck GMC SIER 25D,1GT4UREY2TF186652,186652,"$86,720.00 "," (86,720.00)",186652,2026 GMC SIERRA 2500H  12/11/25  1GT4UREY2TF186652,G36026
2026 GMC Truck GMC SIER 25D,1GT4UREYXTF186933,186933,"$86,720.00 "," (86,720.00)",186933,2026 GMC SIERRA 2500H  12/11/25  1GT4UREYXTF186933,G36030
2026 GMC Truck GMC SIER 25D,1GT4UREY1TF214456,214456,"$86,781.83 "," (86,781.83)",214456,2026 GMC SIERRA 2500H   2/16/26  1GT4UREY1TF214456,G36303
2026 GMC Truck GMC SIER 25D,1GT4UREY0TF214626,214626,"$86,781.83 "," (86,781.83)",214626,2026 GMC SIERRA 2500H   2/16/26  1GT4UREY0TF214626,G36289
2026 GMC Truck GMC SIER 25D,1GT4UREY1TF214781,214781,"$86,781.83 "," (86,781.83)",214781,2026 GMC SIERRA 2500H   2/18/26  1GT4UREY1TF214781,G36323
2026 GMC Truck GMC SIER 25A,1GT4UPEY9TF224155,224155,"$86,930.45 ",,,,
2026 GMC Truck GMC SIER 25D,1GT4UREY4TF183414,183414,"$87,224.13 "," (87,224.13)",183414,2026 GMC SIERRA 2500H  12/05/25  1GT4UREY4TF183414,G35965
2026 GMC Truck GMC SIER 25D,1GT4UREY1TF183578,183578,"$87,224.13 "," (87,224.13)",183578,2026 GMC SIERRA 2500H  12/05/25  1GT4UREY1TF183578,G35966
